author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@dharmeshmotani9599,"Wait for 50,00,000 family☺☺",0,2021-05-23T01:53:13Z,wait for family,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.0,0.5,0.5,0.7184,positive
@VikashYadav-br5tg,Jaldi jaldi batao kaun kaun class 10th cancel ka party kiya hai 😎😎😎😎😎😎,1,2021-05-22T15:32:55Z,jaldi jaldi batao kaun kaun class th cancel ka party kiya hai,"{'neg': 0.039, 'neu': 0.552, 'pos': 0.408, 'compound': 0.9565}",0.039,0.552,0.408,0.9565,positive
@PramodKumar-bl7tn,"Sir, I love the way you explained <a href=""http://www.youtube.com/results?search_query=%23law"">#law</a> was amazing.....<br>❤️❤️ For physics...",2,2021-05-22T15:01:27Z,sir i love the way you explained a href was amazingbr for physics,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.0,0.792,0.208,0.6369,positive
@hiteshjoshi8699,Hackers are seeing this video before summer vacation to become jee aspirant,0,2021-05-22T14:26:33Z,hackers are seeing this video before summer vacation to become jee aspirant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@_mohanakrishna,👏👏👏,0,2021-05-22T13:55:27Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ramnarayanpal8314,That experience was just awesome!!,2,2021-05-22T13:27:48Z,that experience was just awesome,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.6892}",0.0,0.461,0.539,0.6892,positive
@thegeniusyuva5662,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1680"">28:00</a>",0,2021-05-22T11:32:22Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@otsrabani6846,Sir plese english class teach me,0,2021-05-22T10:05:29Z,sir plese english class teach me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@tarimaan2349,Legends who study only comments ye comments mnu pdn ni dinde😝,1,2021-05-22T07:47:55Z,legends who study only comments ye comments mnu pdn ni dinde,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@divyanshyadav9945,Nice sir,2,2021-05-22T06:22:02Z,nice sir,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@pavtthans9470,i am from future and i would say this man don&#39;t know big success and fame is waiting for him in future,3,2021-05-22T04:22:18Z,i am from future and i would say this man dont know big success and fame is waiting for him in future,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.765}",0.0,0.752,0.248,0.765,positive
@dragokingprost8698,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=187"">3:07</a> the law of conservation of mass is still applicable here because the heat/energy we loss also has some mass. In a reaction, gases,enegy and heat are also taken into consideration. Also, law of conservation of mass includes all reactants and products even if it is not measurable. So we cannot decline the law in any case.",7,2021-05-22T04:19:14Z,a href the law of conservation of mass is still applicable here because the heatenergy we loss also has some mass in a reaction gasesenegy and heat are also taken into consideration also law of conservation of mass includes all reactants and products even if it is not measurable so we cannot decline the law in any case,"{'neg': 0.039, 'neu': 0.961, 'pos': 0.0, 'compound': -0.3182}",0.039,0.961,0.0,-0.3182,negative
@rinkuekam9749,Without boards students... Hit like...😒😆,2,2021-05-21T16:54:40Z,without boards students hit like,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6124}",0.0,0.615,0.385,0.6124,positive
@Hardcore_Indian_Nationalist_,Sir  aapka duster achha h!!😜😜😜😜,2,2021-05-21T16:20:23Z,sir aapka duster achha h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@harshsharma9964,Hello every one those who want chemistry and physic tution dm me <br><br>7051145530 what&#39;s app no. <br>5 year experience ( guranted 100 percnt marks) <br>Only  dm who r are interested...,2,2021-05-21T15:29:07Z,hello every one those who want chemistry and physic tution dm me brbr whats app no br year experience guranted percnt marks bronly dm who r are interested,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.4588}",0.0,0.875,0.125,0.4588,positive
@gorisha2208,Mughe pta nhi itni deer Kaise ho gyi physics walllah ko join karne Me...are koi to ...bta deta ki physics Wallah ki videos se,1,2021-05-21T14:28:12Z,mughe pta nhi itni deer kaise ho gyi physics walllah ko join karne meare koi to bta deta ki physics wallah ki videos se,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.296}",0.0,0.913,0.087,0.296,positive
@babybear_xd,If there are differences in temperature and pressure so what will happen in avagados hypothesis,1,2021-05-21T12:29:25Z,if there are differences in temperature and pressure so what will happen in avagados hypothesis,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",0.136,0.864,0.0,-0.296,negative
@bhoopsingh225,Ratta partners come here after hearing cancelling of his 1o exams,8,2021-05-21T10:22:56Z,ratta partners come here after hearing cancelling of his o exams,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}",0.153,0.847,0.0,-0.2023,negative
@ashray9871,:(),0,2021-05-21T09:20:42Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@msatangamr777,Ads distracting students,1,2021-05-21T05:11:00Z,ads distracting students,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",0.524,0.476,0.0,-0.296,negative
@MKGAMER9988,Sir ur are very amazing,1,2021-05-21T04:55:13Z,sir ur are very amazing,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.624}",0.0,0.494,0.506,0.624,positive
@sunilloohach4286,Good lectures sir,1,2021-05-21T01:53:55Z,good lectures sir,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.408,0.592,0.4404,positive
@jashaketannayakj.knayak680,Who are here after not understanding anything in online classes 🙄😅,3,2021-05-20T16:17:17Z,who are here after not understanding anything in online classes,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.0,0.872,0.128,0.3612,positive
@harshitbajaj1425,"Hello guys can anyone explain me in the ammonia example at <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2554"">42:34</a> is the law of conservation of mass is true there as reactant mass is 20+60= 80 ml but just 40 ml of ammonia produced 🤔🤔 if I am wrong pls correct me",9,2021-05-20T11:58:12Z,hello guys can anyone explain me in the ammonia example at a href is the law of conservation of mass is true there as reactant mass is ml but just ml of ammonia produced if i am wrong pls correct me,"{'neg': 0.079, 'neu': 0.857, 'pos': 0.064, 'compound': -0.4215}",0.079,0.857,0.064,-0.4215,negative
@geetaadhikari7971,Sir 2 law Mai joh apne question karaya usmai 3:2 kaise Aya??<br>Ak bar Bata denge keya,1,2021-05-20T11:18:47Z,sir law mai joh apne question karaya usmai kaise ayabrak bar bata denge keya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@VikashYadav-br5tg,Legend are enjoying class 10th paper cancelled party,33,2021-05-20T08:27:24Z,legend are enjoying class th paper cancelled party,"{'neg': 0.153, 'neu': 0.382, 'pos': 0.466, 'compound': 0.6249}",0.153,0.382,0.466,0.6249,positive
@madihafatma6461,Saare youtubers ek jgh <br>And physics wallah ek tarf<br>Amazing explanations with gardaa... examples and questions<br>💐🙌🙌🙌🙌🙌,5,2021-05-20T06:24:53Z,saare youtubers ek jgh brand physics wallah ek tarfbramazing explanations with gardaa examples and questionsbr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@osindia3587,Kya ap 10 cancel hone par kush huaa tha 😁😁😁😊😊😊<br>If yes then like✌️👇👇<br>If no then comment👇👇<br>     Share your experience in comment👇,2,2021-05-19T16:21:20Z,kya ap cancel hone par kush huaa tha brif yes then likebrif no then commentbr share your experience in comment,"{'neg': 0.043, 'neu': 0.6, 'pos': 0.356, 'compound': 0.9821}",0.043,0.6,0.356,0.9821,positive
@addulakarthikreddy7056,Phy walla is best 🎉🎉🎉🎉😀,1,2021-05-19T15:22:38Z,phy walla is best,"{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.9477}",0.0,0.314,0.686,0.9477,positive
@WormateBlitz,Mai jldi comment krti nhii hu bss comments pdhti hu 😅,0,2021-05-19T13:14:29Z,mai jldi comment krti nhii hu bss comments pdhti hu,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.0,0.839,0.161,0.3612,positive
@Your_Aishavlogs,Your duster sir 🤣🤣,0,2021-05-19T07:57:04Z,your duster sir,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7506}",0.0,0.632,0.368,0.7506,positive
@rajesh4758,"<a href=""https://www.youtube.com/shorts/Z_dqGcO2NaE"">https://youtube.com/shorts/Z_dqGcO2NaE?feature=share</a>",0,2021-05-19T04:56:26Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@fitzone4769,"Sir ,exp1me  ratio of Mg and Mgo is also equal to exp 2me ratio of Mg and Mgo",2,2021-05-19T03:26:28Z,sir expme ratio of mg and mgo is also equal to exp me ratio of mg and mgo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anshdeep3614,Thanks guruji,0,2021-05-19T01:58:02Z,thanks guruji,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@vrushali1473,Can neet student watch it?,2,2021-05-18T16:55:57Z,can neet student watch it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@cocgamer9405,Sir very good teaching,0,2021-05-18T15:49:53Z,sir very good teaching,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.0,0.484,0.516,0.4927,positive
@annupsingh2917,Nice video...sir👍👍,0,2021-05-18T15:44:40Z,nice videosir,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.0,0.641,0.359,0.4215,positive
@manoharlal876,"Sir आप  <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1962"">32:42</a> pe जो  law of reciprocal proportion मे  1:2 को आप 2:1 आप क्यो लिया है । और 2 को ऊपर क्यो लिया ।",1,2021-05-18T15:15:39Z,sir a href pe law of reciprocal proportion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shashvatsaini5901,Class 11th  P.C.M <br>2021– 2022 batch<br>All the best 🚩,2,2021-05-18T14:58:18Z,class th pcm br batchbrall the best,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.0,0.682,0.318,0.6369,positive
@Gauransh.joshi01,I was phrase worthy,4,2021-05-18T14:13:36Z,i was phrase worthy,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.0,0.508,0.492,0.4404,positive
@Nikhil_mudgal,Hindustan jindabad 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,1,2021-05-18T13:36:42Z,hindustan jindabad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@prashantanand8652,Talent of watching alakh sir at speed 2× is just immensefull,21,2021-05-18T10:24:52Z,talent of watching alakh sir at speed is just immensefull,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",0.0,0.781,0.219,0.4215,positive
@vaibhav5383,Nice video sir 🙏🙏🙏🙏🙏🙏🙏🙏,1,2021-05-18T09:17:09Z,nice video sir,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.0,0.865,0.135,0.4215,positive
@Brutalhoney21,Sir ji No offense in first question in ethane one we can use the law to find the mass of oxygen 1.5g+X=4.4g+2.7g<br>From here X= 5.6g only why you did so long process 😂😂,2,2021-05-18T07:59:19Z,sir ji no offense in first question in ethane one we can use the law to find the mass of oxygen gxggbrfrom here x g only why you did so long process,"{'neg': 0.076, 'neu': 0.738, 'pos': 0.186, 'compound': 0.7608}",0.076,0.738,0.186,0.7608,positive
@cuterabbit6623,Best of all students who are starting class 11th without 10th result .🤣🤣,10420,2021-05-18T07:12:57Z,best of all students who are starting class th without th result,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.891}",0.0,0.654,0.346,0.891,positive
@sunitarani8178,You are a great teacher I never saw before,1,2021-05-18T07:11:50Z,you are a great teacher i never saw before,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}",0.0,0.661,0.339,0.6249,positive
@bickypandey231,Sir bahut badiya se samjha,0,2021-05-18T06:59:13Z,sir bahut badiya se samjha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@divshl,ㅤㅤ          <br><br><br><br><br><br><br><br><br><br><br><br><br><br>ㅤ,3,2021-05-18T03:49:23Z,brbrbrbrbrbrbrbrbrbrbrbrbrbr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@divshl,Kdbfodndeis ok sndvehsimf. Cccjlsebsjksln cbdkqlal as <br>👍,2,2021-05-18T03:47:42Z,kdbfodndeis ok sndvehsimf cccjlsebsjksln cbdkqlal as br,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}",0.0,0.784,0.216,0.296,positive
@prashansabharti6312,Thank uhhh ❤️🙏 sir ❤️🙏,1,2021-05-17T17:37:08Z,thank uhhh sir,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.0,0.8,0.2,0.3612,positive
@Nikhil_mudgal,Jai Hind Jai Bharat 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,0,2021-05-17T13:42:30Z,jai hind jai bharat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sahilrana8232,I am here bcoz of 11 pt and you say that you people are ultra legends😂😂,1,2021-05-17T12:45:49Z,i am here bcoz of pt and you say that you people are ultra legends,"{'neg': 0.114, 'neu': 0.659, 'pos': 0.228, 'compound': 0.7003}",0.114,0.659,0.228,0.7003,positive
@sanjuupadhayay7038,"Sir, aap basic baate kyo nhi btayege agar exam me poocha gya to kya likhege?😥😩",0,2021-05-17T11:01:23Z,sir aap basic baate kyo nhi btayege agar exam me poocha gya to kya likhege,"{'neg': 0.18, 'neu': 0.69, 'pos': 0.13, 'compound': -0.0772}",0.18,0.69,0.13,-0.0772,negative
@vvviratvlogs5334,I am watching this before half and hour of my oral test. .,1,2021-05-17T09:03:05Z,i am watching this before half and hour of my oral test,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dushyant2075,If there is any lecture of class 11 than there will be many people telling that they directly came after cancellation of 10th 😂😂<br>Please stop this shit !!!,1,2021-05-17T05:14:36Z,if there is any lecture of class than there will be many people telling that they directly came after cancellation of th brplease stop this shit,"{'neg': 0.237, 'neu': 0.682, 'pos': 0.081, 'compound': -0.745}",0.237,0.682,0.081,-0.745,negative
@tulsipaul7579,Physics wallah is love❤️,1,2021-05-17T03:25:12Z,physics wallah is love,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.0,0.543,0.457,0.6369,positive
@legends3032,Sir class 11ke liye best book kon si hai chemistry me Mai ICSE schools me padta hu,10,2021-05-17T02:27:23Z,sir class ke liye best book kon si hai chemistry me mai icse schools me padta hu,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.0,0.792,0.208,0.6369,positive
@obiringjum5103,before video😍😍....mean while 🤨🤨🤨 how....after video😵😵😵....,0,2021-05-16T17:05:30Z,before videomean while howafter video,"{'neg': 0.151, 'neu': 0.69, 'pos': 0.159, 'compound': 0.3182}",0.151,0.69,0.159,0.3182,positive
@shivanishewale3042,Please <br>Kue bata sakta hai ki 7/2 kue liya hai ???,0,2021-05-16T14:37:44Z,please brkue bata sakta hai ki kue liya hai,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.4291}",0.0,0.779,0.221,0.4291,positive
@the_golden_picture3396,Started class 11th....<br>Any advice or suggestion... <br>Please...,2,2021-05-16T11:32:43Z,started class thbrany advice or suggestion brplease,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Pintooprajapatipanha,Kon jee ki preparation  Kar raha hain,2,2021-05-16T11:26:23Z,kon jee ki preparation kar raha hain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@selmonbhoi862,Most viewed physics wallah video,1,2021-05-16T11:14:48Z,most viewed physics wallah video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@prateekfreefire8634,Overpowered explanation ❤🔥,6,2021-05-16T09:42:03Z,overpowered explanation,"{'neg': 0.25, 'neu': 0.312, 'pos': 0.438, 'compound': 0.4215}",0.25,0.312,0.438,0.4215,positive
@insideme9414,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=711"">11:51</a> padosi ke ghar ke carbon main mummy ne 0.00002g ki katauti nikali",5,2021-05-16T07:35:34Z,a href padosi ke ghar ke carbon main mummy ne g ki katauti nikali,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@kalyanisahoo9755,Hamara 10th exam cancel hogeya corona liye,2,2021-05-16T04:32:45Z,hamara th exam cancel hogeya corona liye,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",0.25,0.75,0.0,-0.25,negative
@artistavneetsandhu,FUNDAMENTAL FORMULAS PLEASE....🙏🙏 CLASS XI,0,2021-05-16T02:49:50Z,fundamental formulas please class xi,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.4648}",0.0,0.725,0.275,0.4648,positive
@artistavneetsandhu,Sir plz upload videos on fundamental formulas for class 11th,1,2021-05-16T02:44:08Z,sir plz upload videos on fundamental formulas for class th,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0,0.874,0.126,0.0772,positive
@vanshikarajput3926,"Carbon is found to form two oxides, which contain 42.9% and 27.3% of carbon respectively. Show that these figures illustrate the law of multiple proportion. Sir please solve it and make a vedio on this question",1,2021-05-15T20:25:33Z,carbon is found to form two oxides which contain and of carbon respectively show that these figures illustrate the law of multiple proportion sir please solve it and make a vedio on this question,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.6705}",0.0,0.835,0.165,0.6705,positive
@riyathomas-t8l,sir is 3:8 a simplr ratio,1,2021-05-15T16:59:37Z,sir is a simplr ratio,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rainbowgaming9347,Sir ye aap cbse ka syllabus padna rahe ho ya isc ka,0,2021-05-15T15:03:14Z,sir ye aap cbse ka syllabus padna rahe ho ya isc ka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sora6244,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1110"">18:30</a>",0,2021-05-15T14:46:11Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@CRownbuilt,Sir ya koi bhi bata do 0.243/0.160 ka ratio kaise nikala 🙏🙏🙏 bata do,1,2021-05-15T13:24:37Z,sir ya koi bhi bata do ka ratio kaise nikala bata do,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@dipakbharali8305,Who is watching this after class 10 board cancellation?,2,2021-05-15T11:00:10Z,who is watching this after class board cancellation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rajnimittal5068,Bhai 4 th law to Cbse class 10 me nahi karaya,0,2021-05-15T10:03:59Z,bhai th law to cbse class me nahi karaya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@icc8838,Bhai sab log yahan 1o ke baad nahi padne ayein<br>Kuch neet aspirant bhi hai understand sweeti kumar,0,2021-05-15T09:37:09Z,bhai sab log yahan o ke baad nahi padne ayeinbrkuch neet aspirant bhi hai understand sweeti kumar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@pavanimehta4368,best lecture on utube,2,2021-05-15T06:11:48Z,best lecture on utube,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.0,0.417,0.583,0.6369,positive
@Ak-oz4oz,TRICK TO CRACK JEE.<br><br>To comment section chood kar padh lo salo yaha kuch n milega😂😂😂,2,2021-05-15T05:58:50Z,trick to crack jeebrbrto comment section chood kar padh lo salo yaha kuch n milega,"{'neg': 0.182, 'neu': 0.547, 'pos': 0.271, 'compound': 0.7761}",0.182,0.547,0.271,0.7761,positive
@thecreativekanha5181,Hey ya,2,2021-05-15T05:45:33Z,hey ya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@yaduvanshimisspari...2196,Sir class 11 ka batch firss start kar Diya  h apne Kya mujhe  join  Karna h,0,2021-05-15T01:41:35Z,sir class ka batch firss start kar diya h apne kya mujhe join karna h,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.296}",0.0,0.872,0.128,0.296,positive
@amishuammu1419,Sir law of multiple proportion me oxygen fix rakhte to nhi hota sir,0,2021-05-15T01:14:51Z,sir law of multiple proportion me oxygen fix rakhte to nhi hota sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vimlayadav7912,"<a href=""https://www.youtube.com/watch?v=h_U5WY-Jm3o"">https://youtu.be/h_U5WY-Jm3o</a>",0,2021-05-14T23:53:12Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@CHEMISTRYICSE99,"<a href=""https://www.youtube.com/watch?v=OjuERRfJ1PE"">https://youtu.be/OjuERRfJ1PE</a>",0,2021-05-14T18:07:06Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ManishKumar-ju6nt,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1408"">23:28</a>",0,2021-05-14T16:33:30Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anubhav2241,Alakh pandey sir pls video mai ads thodi kam dala karo 😭😭👍👍,2,2021-05-14T16:11:58Z,alakh pandey sir pls video mai ads thodi kam dala karo,"{'neg': 0.243, 'neu': 0.706, 'pos': 0.051, 'compound': -0.7096}",0.243,0.706,0.051,-0.7096,negative
@anubhav2241,Hi karunga,1,2021-05-14T16:05:05Z,hi karunga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@badshahbassbooster9860,Ultra legend pro max directly came here for class 11th without searching anywhere 🤘🤘,1,2021-05-14T14:26:01Z,ultra legend pro max directly came here for class th without searching anywhere,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@abhinavkumarchoudhary7731,Super,0,2021-05-14T14:11:02Z,super,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.0,0.0,1.0,0.5994,positive
@prudviraju1947,"Sir , is it ncert syllabus?",0,2021-05-14T13:12:32Z,sir is it ncert syllabus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Rakesh-vm3rr,Watching in may,0,2021-05-14T11:59:41Z,watching in may,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Bgmihighlights007,I will start from tomorrow and it never comes,0,2021-05-14T11:22:50Z,i will start from tomorrow and it never comes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@avantikataragi9451,USEFUL😍🤩,0,2021-05-14T06:00:53Z,useful,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.7672}",0.0,0.376,0.624,0.7672,positive
@leelaverma1417,Nice,0,2021-05-13T19:26:52Z,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.0,0.0,1.0,0.4215,positive
@leelaverma1417,"Watch this video and if you can make a assignment (pdf file) then post it here: <a href=""https://assignmento.herokuapp.com/contribute"">https://assignmento.herokuapp.com/contribute</a><br>This may be helpfull for other students",0,2021-05-13T19:26:33Z,watch this video and if you can make a assignment pdf file then post it here a href may be helpfull for other students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@katikaryan1733,Most viewed Lecture on PW Channel 🙂,0,2021-05-13T17:34:37Z,most viewed lecture on pw channel,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.4033}",0.0,0.747,0.253,0.4033,positive
@vivekchahar1534,Kya Bhai is video m ye pura chapter khatm ho chuka h 🤔,0,2021-05-13T17:07:02Z,kya bhai is video m ye pura chapter khatm ho chuka h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@badshahbassbooster9860,Wow! perfect using of gloves...👌👌👌,0,2021-05-13T16:56:19Z,wow perfect using of gloves,"{'neg': 0.0, 'neu': 0.103, 'pos': 0.897, 'compound': 0.9781}",0.0,0.103,0.897,0.9781,positive
@str8x209,"Legends will not wait for board result , they will start 11 from today",2,2021-05-13T16:00:59Z,legends will not wait for board result they will start from today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
