author,comment,likes,publishedAt
@didevmishrafanpage,Or dosto tumhari bhi lagi padi hai,1,2021-08-24T14:04:08Z
@sameekshasahu1493,Sir ye laws wale k ques. kya JEE m b ate h?,1,2021-08-24T14:00:58Z
@Shantanu-v8o,It&#39;s August 2021 let&#39;s see who is still listening this masterpiece ❤️ in 2025,2547,2021-08-24T08:51:16Z
@tggamer7106,SIR MERE SE BAHUT BADI GALATI HO GAYI 😭😭😭<br>i can&#39;t understand nd speak English but i want to learn English but my 11th stream science nd physics chemistry biology math all subjects so i have this mistake 😭<br>MERE SE SAB KA STUDY NAHI HOGA,1,2021-08-24T04:31:34Z
@kunaltalukdar429,1st 10M viewed video of pw🙌,3,2021-08-23T19:35:09Z
@arham8174,Tomorrow is my exam and I come here 🥱,1,2021-08-23T17:11:43Z
@surendardas3279,U  r the best sir.,0,2021-08-23T14:35:31Z
@Khanyousufzaii,How many of you watching it on 23th of August 😂,5,2021-08-23T09:56:07Z
@esm-world5296,First video with 10 million views<br>I start watching him from this video<br>And Now I am in 12th watching<br>Haloalkanes and Haloarenes😉,7,2021-08-23T06:37:36Z
@PrashantKumar-oz7wj,i  am watching the 1st  chapter  in August 😂😂,6,2021-08-23T06:12:05Z
@aymee1200,thank youuu it was very helpful,0,2021-08-22T20:52:14Z
@Himanshu_Singh793,Gay lussac&#39;s law 😂,0,2021-08-22T08:18:12Z
@ambikagawade7075,Great teaching man ! Even coaching cannot teach like you !,63,2021-08-21T17:20:40Z
@daimansabquat6474,Sir I&#39;m an ICSE student but all your videos are matching with my books and your hashtag law is actually given in my book as 4th law.,45,2021-08-21T14:21:52Z
@shiveshyadav6771,Teaching ke beech me hashna mana hai aur app jaise haste ho vaise  se toh khas kar. Fact,2,2021-08-21T11:30:16Z
@devanshbhatt4867,Ultra legend come here after 10th result 2021 😂🙊🙊,7,2021-08-21T08:39:22Z
@ojaswirai309,Physics wallah  ♥️♥️♥️♥️♥️♥️♥️♥️♥️,3,2021-08-21T07:56:21Z
@jahidkhan6193,"Thankyou so much sir,helping me a lot🤗🤗🤗😍",3,2021-08-21T05:40:40Z
@Meamersingh,Aaaj Admission le rha hu <br><br>Isliye dekh rha hu <br>4 mahine full masti <br>Ab daily jada padai krna pdega <br>😉😅,1,2021-08-21T01:30:25Z
@Entrepreneurchitra,Ultra lagends starting 11th studies in August😂😂<br>Just like me!😅,5,2021-08-20T18:02:28Z
@UBEE_RAJ,This lecture reach to 10 million views<br>Congrats alakh sir<br>💙💙🇮🇳,2,2021-08-20T17:55:17Z
@itsmrofficial1810,Alare master 😘,0,2021-08-20T16:38:53Z
@pahulpreet4347,10M DONE✅✅Congrats @Physics Wallah - Alakh Pandey,1,2021-08-20T16:24:00Z
@kartikporwal274,Aurjun bech ke demo vedeo dekh liye kaise laga .... very funny duologue 😂😂,0,2021-08-20T16:01:16Z
@bibekbhattarai4976,The Views Hit 1Crore Just Now ❤️❤️<br>Jalwa Hai Humare Alakh Sir Ka🔥🔥,6,2021-08-20T13:56:50Z
@raqeebbinnazir786,Congrats🎉🥳👏 for  10374189<br>1 crore<br>3 lakh<br>74 thousand<br>189 views,2,2021-08-20T13:33:02Z
@shaanwathore9846,After 10 million views 😍😍,3,2021-08-20T12:53:04Z
@bsgaming7439,Happy sir,0,2021-08-20T11:40:53Z
@pichque8478,Me during studying chemistry 😂😂😂😂😂😂😂😂😂😂😂😂,2,2021-08-20T08:35:55Z
@yvsr0001,Bouncer 😅,0,2021-08-20T04:11:59Z
@akawadhiya8524,10m views,3,2021-08-20T03:08:15Z
@sammyth6512,Its September lets see how many people are watching this video.,13,2021-08-19T09:28:32Z
@amandhanouri5186,😵😵😵😵😵,0,2021-08-19T05:56:29Z
@rajvir3.02,Kunuba Axomia asa?,1,2021-08-19T02:24:35Z
@namandubey5934,Multi Ultra Legends are watching this is in August 😂,4,2021-08-18T20:09:56Z
@parthipmurali,Hands off to you sir,1,2021-08-18T16:11:53Z
@Gogetaftw7,This thing helps a lot to everyone... Thanks a lot alakh Pandey sir..🙏🙏🙏🙏 AKA.. The Physics Wallah.. 😍,14,2021-08-18T15:19:30Z
@swatigupta3095,love u so muchh sir..aaj 4 saal baad bi hm isi lecture pr aakr chain ki saans lete hain.,4,2021-08-18T14:59:19Z
@saarika._.bhandariii,How many of you came here after school online classes started😂🤣,6,2021-08-18T08:16:08Z
@the-blood-gaming8010,I do science of chemistry in top,1,2021-08-18T05:52:00Z
@girirajjidailydarshan6764,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=930"">15:30</a> calculator use kar liya sir ji.... 😁😁😁😁",0,2021-08-18T03:01:39Z
@ayushkashyap8758,Gloves op 😂😂😂🤣🤣😎,1,2021-08-18T02:45:03Z
@Og_Sammy-p3i,Upar se bhi upar sir  🤟🤟🤟,1,2021-08-17T23:07:22Z
@ResoEdit,Thanks ❤,0,2021-08-17T15:21:31Z
@shubhamvarshney6569,Bhai ye lecture se JEE mains nikal jayega kya,1,2021-08-16T19:27:04Z
@aditiverma9576,Guys best channel for MATHS is - FOSTER MINDS ❤️❤️🤩❤️❤️<br>amazing video on case study and important questions series.,0,2021-08-16T16:30:01Z
@JitendraSingh-yk8sx,After studying class 11 chemistry chapters .<br><br>My brain 🤯💥🥱😪,28,2021-08-16T14:14:55Z
@amritkumar9537,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2082"">34:42</a>",0,2021-08-16T09:22:02Z
@jaiyantirathore,Can you people suggest me people like him for biology and chemistry,1,2021-08-16T06:21:17Z
@Krish_mehra05,consept ko hindi me samjaye kar,1,2021-08-15T16:01:15Z
@manasikathiriya5299,Sir you are the best. Earlier I felt that you spoke very differently and I didn&#39;t like that so I didn&#39;t watch your videos but one day I understood a concept of 10th physics from your video very nicely and I loved it. Then I felt its not about the presentation but the way of teaching which is more important. I will always come to you for understanding physics. Thank you so much sir for your efforts. God bless u.,34,2021-08-15T12:18:30Z
@HARSHGAMING-xj5qp,Sir aap to rata kar te ho,0,2021-08-15T07:49:52Z
@whitedevil0121,Sir it&#39;s Avogadro&#39;s not a Avagadro&#39;s 🙃,1,2021-08-15T03:59:35Z
@kirtikk8219,Who is here after 1 year of board class 12th exam 🤓,0,2021-08-14T23:57:46Z
@md.shoaibiqbal4613,Thanks sir ❤️❤️,0,2021-08-14T17:35:58Z
@jainendrachouhan89,i love you sir you are really a hard worker and inspiration for me 🥺🥺💕,3,2021-08-14T17:07:21Z
@krish7190,Sir please explain the exception cases of the the laws of combinatiom,1,2021-08-14T15:59:38Z
@004_Aravind,1 crore views 👏🏻🍺❤😍,3,2021-08-14T13:00:19Z
@rajgurav7110,Nice 🙂,1,2021-08-14T04:11:31Z
@mp3469,I am here becoz only 2 months are left of my exam 🤭,0,2021-08-14T03:13:43Z
@gamerharshaop5072,1 crore views 🔥🔥🔥,2,2021-08-14T02:24:20Z
@whitedevil0121,Sir 25:2 minutes sir hame fix Karne ke liye koi line bhi likhni hai ki sirf ese hi bracket bna ke fix Kar denge 👀🧐,2,2021-08-13T23:32:20Z
@gyanp28,1 crore🥳🥳🥳🥳,2,2021-08-13T17:54:20Z
@rkmedia.,Bahoot badiya sir 😘,1,2021-08-13T15:44:49Z
@ARMYlover-qf9di,Live class nahi padhaeye ga sir 🙏🙏,1,2021-08-13T12:51:41Z
@dipeshparmar8765,Sir ji oxygen ka adomic number 8hai,1,2021-08-13T11:47:36Z
@MuhammadIbrahim-vg3xj,Nice sir you are very good teacher,0,2021-08-13T06:09:20Z
@Doffy_18,Now I am studying in physics wallah,1,2021-08-13T04:59:25Z
@therealog4388,This is the most viewed video on this channel currently on 10M views.,218,2021-08-13T04:12:56Z
@indianarmyloverboy6876,Sir example de diya karo,0,2021-08-13T04:06:17Z
@indianarmyloverboy6876,Hello,0,2021-08-13T04:05:47Z
@allinone-hi1sf,Sir sir<br><br>I love you sir kya explain Kia h,0,2021-08-12T16:35:09Z
@twosidegamers4716,FREE FIRE I&#39;D SELL,0,2021-08-12T16:30:22Z
@arpit8984vlogs,osm bade bhaiya    ..............,0,2021-08-12T15:31:21Z
@streetgaming7424,Who else is watching this in month of september,2,2021-08-12T12:03:28Z
@77Haryanvi07,I am watching this video 3years letter,0,2021-08-12T09:38:52Z
@divyamany131,Your teaching is good and sab easily samajh aa gaya thank u very much sir...,2,2021-08-12T07:46:03Z
@Ravikumar-jy7ik,Wow sir,0,2021-08-12T05:05:49Z
@CSR-rx8si,Sometimes all u need is to talk to yourself!!,1,2021-08-11T16:35:25Z
@freefire-cd6gm,I am in 8th I don&#39;t know why I am watching this,1,2021-08-11T15:24:57Z
@jagjivanmaurya9289,Sir aap kaha sai phadate hai please reply,0,2021-08-11T15:04:00Z
@tatakae8466,First video to cross 1 crore views... congratulations sir 👑,1,2021-08-11T08:30:39Z
@aryanmeena2472,This topic was not clear for many days before but now it is clear,1,2021-08-11T07:09:58Z
@mahwishanwar5249,Can you please tell me.. which one is good for neet unacademy or physics wallah!! Bt only for chemistry?,2,2021-08-11T04:48:35Z
@shuebkhan6942,Alakh Sir brain = Brains of all teachers who expert in physics field and chemistry also,0,2021-08-10T19:27:39Z
@niharikajoshi8665,Alakh sir is the best ❤❤❤❤❤,2,2021-08-10T16:57:02Z
@AYMusic2,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1980"">33:00</a>",0,2021-08-10T15:06:42Z
@MonikaSingh-ul3cj,You are great sir🥰🥰🥰,0,2021-08-10T14:02:56Z
@bindasahu8285,Rupesh legend coming,0,2021-08-10T13:26:13Z
@aakhyatiwari9938,Ratio to 16 ki table mai change ho gya,1,2021-08-10T11:25:42Z
@a.sproduction4317,Sir ur great 👍,0,2021-08-10T11:02:50Z
@eleven_11neetnotes49,Is there anyone from future,0,2021-08-10T11:01:04Z
@eleven_11neetnotes49,Who are watching this in 2021,1,2021-08-10T11:00:40Z
@malkinderchahal6605,Too good ❤️,1,2021-08-10T06:01:37Z
@kuntardivyang,1 crore views completed 🥳🥳🥳🥳,3,2021-08-10T04:52:07Z
@wise_old_tree,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1800"">30:00</a>",3,2021-08-10T03:46:31Z
@PremSingh-fv2cw,# law kis na banaya ha,0,2021-08-09T18:10:44Z
@pradeepdahiya283,Compound ki spelling galat hai,0,2021-08-09T16:42:46Z
@cute_babyhai,Alakh sir is over power,1,2021-08-09T16:31:56Z
@chemistrywithnaeem1749,"<a href=""https://www.youtube.com/watch?v=fuuTqWBD5vg"">https://youtu.be/fuuTqWBD5vg</a><br><br>Very easy and simply way",2,2021-08-09T08:37:46Z
@chemistrywithnaeem1749,"<a href=""https://www.youtube.com/watch?v=fuuTqWBD5vg"">https://youtu.be/fuuTqWBD5vg</a><br><br>Very easy and simply way",2,2021-08-09T08:37:39Z
@jailalkumar6791,Mera reasult aa gaya 98.2% aaya hai sir.,2,2021-08-09T04:00:23Z
@uzairahmed6046,I like your study  style😉😍😎😎😉,0,2021-08-08T21:13:59Z
@urvitrivedi9652,Thank u very much sir.....Best video to understand all laws without much more effort🙂🙂,1,2021-08-08T17:38:22Z
@murlidhankk409,Tq sir,0,2021-08-08T16:33:08Z
@bullymaguiregaming1757,Celebrating 1 crore views🥳🥳🥳🥳,2,2021-08-08T16:20:51Z
@Kitty31-05,Any corona batch students?😂😂😂😂,4,2021-08-08T11:18:11Z
@HimanshuSingh-cl2yk,1 crore views.....❤️❤️❤️🌃,4,2021-08-08T10:36:32Z
@bhiwaniyarashi,Sir tough lg ra h y wala chapter 😞😞😞😞😞😞😞😞,3,2021-08-08T10:00:04Z
@yoooRaj,This is the most popular video of this channel 😂❤❤❤❤,2,2021-08-08T04:26:44Z
@pwiankota2194,10 Million view😍😍<br>Highest Views on any Video on YT (Jee/Neet)<br>.<br>PROUD MOMENT FOR US👌🤙🎉🎉🎊🎊,21,2021-08-07T13:31:29Z
@srujan0611,Hits 1 crore views💥🎉🥳🥳,5,2021-08-07T12:27:06Z
@THALA123-z8o,Most watched video ever on Physicswallah alakh pandey platform award goes to our alakh sir🙏,5,2021-08-07T11:32:37Z
@WaseeYouTubeChannel,Good,0,2021-08-07T11:26:01Z
@dhana12364,10M views!!🔥🔥,4,2021-08-07T10:29:54Z
@thenameischad,Most popular video on the channel... <br>💪💪💪💪,1,2021-08-07T06:18:14Z
@SonaliKumari-zj2eo,Sir you are great I salute u👏👏👏👏👏👏😊,0,2021-08-07T05:22:09Z
@shreshth1119,Thanku sir,0,2021-08-07T04:51:44Z
@manojchaudhary2780,Finally 1 crore views,2,2021-08-06T17:03:17Z
@AYMusic2,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1800"">30:00</a>",0,2021-08-06T16:02:48Z
@prhladprajapat5779,Congratulation sir for your first 10 million view video❤🎈🎉🎉🎉,2,2021-08-06T12:26:30Z
@abhishekiitian1,Sir ek doubt h <br>Aapka ye wala video dekhu ya phir jo Amit sir ne padhaya h vo dekhu<br>Kisme acche iit ki taiyari ho jayegi,1,2021-08-06T08:21:32Z
@shreshth1119,Thanku Sir,0,2021-08-06T06:06:49Z
@ShokeenKhan-cu5py,Best sir,0,2021-08-06T04:10:12Z
@nikhilkeyboard6484,Most popular video of Physics wallah...🤗🤗,2,2021-08-06T04:09:49Z
@yogeshmishra1905,"During the video...at <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=748"">12:28</a> sir ne by mistake magnesium ko manganese bola hai😅😂🙊🙊",1,2021-08-06T02:33:05Z
@devvratyadav9246,Hello sir,0,2021-08-05T20:07:58Z
@powerofknowledge8969,Kaya year. 1.9%students like kieya.,1,2021-08-05T16:31:04Z
@brocclibroccli8043,https://youtu.be/JQ9orLol8II,0,2021-08-05T16:05:09Z
@weapon_storm4267,2C2 H2 7o2 molar masss given ?,0,2021-08-05T15:56:58Z
@aaashish.suthar,Wow,0,2021-08-05T15:27:32Z
@SantoshKumar-th3jp,Who are studying after 10 result and want to achieve good marks in 11 and 12,3,2021-08-05T14:06:46Z
@deepanshusharma2354,"This was my first ever class with Alankh Sir,I enjoyed a lot and also learned as well with such a great ease.",26,2021-08-05T13:18:28Z
@asmitsolanki6297,Tnkx sr,1,2021-08-05T12:38:43Z
@asmitsolanki6297,Op padhaya samaj aagaya fulllllll,1,2021-08-05T12:38:23Z
@snape4384,i wake up from my sleep when I got to know that my unit tests are coming soon... 😐,1,2021-08-05T11:45:02Z
@Lifeofme001,Alakh sir teach so much better than any paid coaching..,9,2021-08-05T10:13:31Z
@KrishnaSingh-lz9qk,This is the first video of pw and first engineering video which crossed more than 1 crore views.<br> I think after khan sir channel this is the only channel who crossed 1 crore views in education section. <br>Really amazing👍😍😍🤩🤩,49,2021-08-05T06:25:00Z
@Bepositivedear,Pta nhi kyu but muj apki padhayi hui chemistry bhi Samj nhi aati.... kya kru... me chemistry me shyd bahut weak hu 😔,0,2021-08-05T06:15:41Z
@AbhinavSingh-fh6wg,"Any , here after class 10 result 😁",1,2021-08-04T15:03:49Z
@pawank-998,"Sir aapne waha 7/2 se multiply kyu kiya , mujhe samajh nahi aaya <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=465"">7:45</a>",4,2021-08-04T14:18:46Z
@vineetsinghrawat8734,Who else get 85% above in class 10,2,2021-08-04T13:19:32Z
@manasrangrajan8259,1 crore views....!!,3,2021-08-04T12:49:04Z
@learnohub5922,"<a href=""https://www.youtube.com/channel/UCW9eq8DY6hBMDun7tAKFUXg"">https://youtube.com/channel/UCW9eq8DY6hBMDun7tAKFUXg</a>",1,2021-08-04T12:25:38Z
@krishjaiswal5527,Salo cbse walo ne marks acche hi ni diyr😒😞😞😞,0,2021-08-04T08:07:33Z
@AryanKumar-fd8jf,Bhai log is video me kya galat laga jo dislike karke chale jata 😢😢,3,2021-08-04T07:30:58Z
@anweshapandey8861,Overpowered explaintion sir<br>thank you so much😊,1,2021-08-04T06:54:15Z
@barnalichaitalysahoo3052,Thank u sir .,1,2021-08-04T05:15:03Z
@jessicaalberto6645,Is there any class 12 student here who wasted class 11 last year and is starting now for NEET 2022 ?,1,2021-08-04T04:49:53Z
@akshatkhirwal3483,Alakh sir&#39;s first video to get 10 million views<br>Congrats,7,2021-08-03T20:32:40Z
@heartgamer8081,Who are starting class 11th with class 10th result...now today 3/08/2021😊,4,2021-08-03T17:04:24Z
@Atsinghff7,kisko 90+ chahiye😂<br><br>👇like👍,6,2021-08-03T15:53:38Z
@Anandsahu12-z9k,Finally 1  crore views ho gya 😎😎😎😎,4,2021-08-03T15:51:54Z
@umeshn2327,"And there you go, 1 CRORE VIEWS!",5,2021-08-03T15:51:41Z
@rishavstatusff5775,Akdam badhiya se samjhae hai sir<br>Thank you Sir,4,2021-08-03T15:44:52Z
@anupamnath6080,Agar koi padhai ko interesting bana sakta hai to wo physics wallah hai,3,2021-08-03T12:50:01Z
@riteshgupta6827,Congratulations 🎊 🎊 for 1 crore views 🍰🍰🍰🍰🎀🎀🎀🎀🎉🎉🎊🎊,4,2021-08-03T08:33:37Z
@nikhilgamer9021,Legend watching after 3 years,1,2021-08-03T05:00:40Z
@sourabhchoudhary9826,Tere video me tera ads aa raha be,0,2021-08-03T03:41:48Z
@rashmipriya5145,ho gaya dus million,2,2021-08-03T02:53:39Z
@rudrapratap7222,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2008"">33:28</a> what sir had said can anybody understand 😃😊😀 that word I didn&#39;t <br>If you also not understand than ok, otherwise tell me",0,2021-08-03T02:22:29Z
@harshalgangwe4341,10 million views 😎,3,2021-08-02T21:55:43Z
@pariharjanu.139,Finally 1 crore views. 😎😎👈👈.,2,2021-08-02T15:11:52Z
@unknownhero229_,Legend Coming here Because not getting Tution 😂😂,2,2021-08-02T14:32:33Z
@rajkumarpatoda2652,Thankyou so much sir this video is so helpul during lockdown period,1,2021-08-02T13:35:56Z
@pritampramanik8854,1 Crore views,3,2021-08-02T08:28:23Z
@archanaparauha1002,1 crore views😎 <br>Real champion🏆 is alakh sir,3,2021-08-02T06:42:39Z
@prajapatimotion1686,10M complete,0,2021-08-02T02:31:06Z
@MJAY100,<b>😍This video has 1 crore views 🥰</b>,1,2021-08-01T17:13:13Z
@sultanroxx48,10 million views 🤙🔥🔥<br>Power of physics Wallah 😎,1,2021-08-01T16:59:43Z
@harshpandit7831,Thankx for teach all students 🙏🙏,0,2021-08-01T14:54:46Z
@harshpandit7831,It was very nice 🙂🙂🙂,0,2021-08-01T14:54:14Z
@harshpandit7831,It&#39;s too good 🤘🤘🤘,0,2021-08-01T14:53:56Z
@harshpandit7831,Sir I am biggest fan of your 🙏🙏🙏😘😘😘,0,2021-08-01T14:53:25Z
@Shashankgouda737,All came here after 10 th exams cancellation<br>I came just to like a legends video,1,2021-08-01T14:07:13Z
@allthebest6202,Video touched 1 crore views👍👍👍,2,2021-08-01T11:23:45Z
@adityabohra1759,Congratulations for 10 million views,2,2021-08-01T10:07:04Z
@wafidahmed210,Osm,0,2021-08-01T06:06:54Z
@muskanyadav6629,who are here after and before  alakh sir  video  crossed more than 10 million views,3,2021-08-01T02:57:45Z
@galaxycullen4793,Hit like if you feel alakh sir is the best teacher of physics in YouTube.,1,2021-08-01T02:00:46Z
@Lightyagami-o3s,10million views completed👌💯👌💯👌💯 😄😄,2,2021-07-31T16:26:00Z
@kashinathbaishya1683,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1299"">21:39</a> 😄😄😄💜",2,2021-07-31T16:10:29Z
@priyanshumishra2006,Who is here after seeing amit sir&#39;s insta story🤘❤,1,2021-07-31T13:34:29Z
@dipeshdan7512,Congratulations Sir 1 Crore Views ❤️❤️,3,2021-07-31T12:15:12Z
@abhijitsahani4222,Thank u so much sir....❤️,0,2021-07-31T10:09:28Z
@mathematicalstuff6852,thanks a lot sir,0,2021-07-31T09:34:17Z
@sabyasachipramanik1329,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1635"">27:15</a>",0,2021-07-31T08:09:15Z
@navnitnayan8827,1 crore views🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,2,2021-07-31T06:56:05Z
@divyanshbudhori579,10 Million OP. 🔥🔥🔥,3,2021-07-31T04:29:37Z
@flamingtech5383,Who are come there after 1 crore views..,3,2021-07-31T03:42:07Z
@miss.vasanta4396,Your face like FACTtect Youtubr channe,1,2021-07-31T03:11:02Z
@ashwansahu4572,10 million 🔥🔥,2,2021-07-31T03:07:39Z
@rajatnagda6418,Congrats on 1 crore views 😀😀😀😀👍👍👍,3,2021-07-31T02:26:48Z
@gulshan_gupta_73,Jitna movie ka view nahi milta hai<br>Jitna es video ka view mila hai ❤️<br>10m 🙏🙏🙏🙏🙏🙏🙏🙏🙏,1,2021-07-31T02:16:08Z
@singingisbestfriend....1157,Finally sir got crore views.... Very happy😊...,3,2021-07-31T00:55:45Z
@rajibulhaque315,10M complete<br>🔥🔥🔥,4,2021-07-30T18:55:07Z
@g.k3541,10M... 🚩,2,2021-07-30T17:49:59Z
@thirunavukkarasu-n8e,FIRST VIDEO IN PHYSICS WALLAH TO REACH 1 CRORE VIEWS 🏆🎉🙏🏻,3,2021-07-30T16:21:42Z
@rambhaktravana2490,10 M view OMG 😱,1,2021-07-30T16:21:22Z
@target70subscriber72,tmlog iss  chapter ko kaise kr rhye ho? Please tell me guys,1,2021-07-30T16:03:47Z
@DesiTorque,yes sir samagh mein aaya<br>        <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br> <br>  <br> <br> <br> <br> <br> <br> <br> <br> <br> <br>  yesssssssss!!!!!!!!!!!!!!,1,2021-07-30T15:54:06Z
@goodmood4997,No words thank you sirr<br>Plzz don&#39;t delete the videos which u had uploaded<br>I m everyday giving lectures,2,2021-07-30T10:46:04Z
@vivekdubey8106,Finally. 1 CRORE views on this lecture 😀.....,2,2021-07-30T06:36:53Z
@vijaysharma4843,1 crore views 🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳,3,2021-07-30T06:36:24Z
@lord6136,"I think a movie should be made on 🔥🔥ALAKH PANDEY SIR :- An Educational Revolutionary....🔥🔥<br><br>Super 30 movie was made on ANAND SIR as he teaches 30 poor and needy students every year .<br><br>But ALAKH SIR is teaching millions of students every year and creating a huge change in their lives ...<br><br>I&#39;m not comparing both of them , just telling you what ALAKH SIR and PHYSICS WALLAH platform is doing  for us...🥰🥰😊<br><br>In the horde of getting their child in renowned institutions parents pay lakhs every year .....<br>Contrary to this PHYSICS WALLAH teaches free of cost on YouTube with better quality teachers having more enthusiasm .<br><br>Those renowned institutions charge lakhs per year but PHYSICS WALLAH teaches by charging the least ...<br><br>I&#39;m sure that this platform is nothing but a way of fulfilling dreams of poor and middle class students like me and you...<br><br>So what do you think there should be a movie made on ALAKH SIR  ....?",4,2021-07-30T04:45:16Z
@sarcastic-k8v,What a explanation,2,2021-07-30T04:24:59Z
@shakedown911,Alakh sir is really unique,1,2021-07-30T03:33:29Z
@abdullateefm9195,Physics wallah is best lecture,2,2021-07-30T03:16:49Z
@Yt_mrutyunjaya,I am very glad....🙂🙂✌️<br>10M views completed.....,2,2021-07-30T02:49:57Z
@Kartik-vb7qc,Congrats for 10 million views ❤️❤️❤️❤️,2,2021-07-30T00:43:31Z
@ramkumar-jm1qw,Sir aap konsi book se padhate hai,0,2021-07-29T16:47:09Z
@diyasingh7779,If we study from physics wallah do we need to take admission in Akash institution 🙄,2,2021-07-29T16:02:25Z
@chaitanya9524,Who is here after 1crore views of this video 😀,0,2021-07-29T15:47:45Z
@rockysingh276,Sir wo 3:2 kaise aaya,0,2021-07-29T15:31:37Z
@sameerakhtar9672,sir baccha mat boliye,0,2021-07-29T14:09:42Z
@scienceexperiments2183,10M completed 🤗🤗,4,2021-07-29T14:03:45Z
@mr.parihar8797,alakh pandey from 0 to hero [ hardwork ],0,2021-07-29T13:47:17Z
@lakshaysHaRmA1665,10 million complete in chemistry video of physics channel wah sir 👍👍,1,2021-07-29T12:36:05Z
@panchangambhagyalakshmi6748,1 Crore views complete🎉🎉🎉,2,2021-07-29T05:36:35Z
@technicalvai3105,Just see the views of this video only &#39; 9 &#39; at this time,0,2021-07-29T03:47:26Z
@pritikajoshi2888,Sab Ka sab legend xan yeta🤣🤣,0,2021-07-29T03:14:45Z
@bijaykumardash4605,Okay,1,2021-07-28T14:20:49Z
@ichha2125,Mujhe lga purani video h to sare topics nhi h isme isliye Main ittte chnnel pr gyi chemistry ke liye.....pr smj aaya to kvl aapse hi,0,2021-07-28T13:33:25Z
@saurav_nagargoje,This video is about to complete 1 crore views❤️.<br>Still 10-11k views are required 🔥,3,2021-07-28T12:59:05Z
@RohitSharma-os4yk,Wait for 1 crore views 🤩🤩🥳🥳,5,2021-07-28T10:03:35Z
@Abhishek_y05,2lakh like ❣️and 10million view जल्दी ही हो सकता है,6,2021-07-28T08:09:23Z
@ramchandarshukla4987,Physics wallah chemistry q padha raha hai bhai 😂😂😂,1,2021-07-28T07:57:03Z
@tanishkgoyal5316,Phyiscs wallah is the best teacher,2,2021-07-28T07:56:37Z
@nanditarana5334,@PhysicsWallah-AlakhPandey Sir it&#39;s an request please make arrangements of delivering the study modules faster like within a week. Sometimes it becomes very frustrating when we get it after a month. Please Sir 🙏🏻🙏🏻🙏🏻,5,2021-07-28T03:49:25Z
@satishpatel7074,Nice,1,2021-07-28T00:15:11Z
@rahulgandhifans8213,Kisne aaj se padna suru Kar Diya 11th,1,2021-07-27T16:35:14Z
@evilddddd4684,10 million views soon ❤️,8,2021-07-27T15:53:34Z
@staggamer7775,"<a href=""http://www.youtube.com/results?search_query=%23law"">#law</a>",0,2021-07-27T15:45:31Z
@chhayagande4670,10M views not so far❣️😬<br><br>Edit:- Crossed 10M views🥳<br>But he won&#39;t change thumbnail mentioning “10M+ views” 🙂,891,2021-07-27T13:18:50Z
@Yours19132,Who came here after 10th board cancellation,2,2021-07-27T09:00:09Z
@Officialdineshrana,😭😭😭😭 kya krenge aage ja ke kuchh pta nhi 😭😭😭😭😭😭,0,2021-07-27T05:02:39Z
@rohitmehra4147,Sir hindi Chanel bhi bna do pls 😍❤️👍,4,2021-07-27T04:23:04Z
@Satisfactorychennal,Here I&#39;m from sybsc 😂,0,2021-07-26T23:47:00Z
@sompalsingh2617,Yeh topic na aaj smj aaya na aayga na kbhi aaya tha 😭😭,0,2021-07-26T15:49:33Z
@Priyaverma-pi4cm,Padhne ka mn nhi kr rha h sir🤒🤒🤒🤒,0,2021-07-26T14:38:05Z
@unsubscribe3742,10 million views hone wale h ... sir party doooooo 🤩,1,2021-07-26T14:17:48Z
@pcmumar6475,Big fan of you sir,0,2021-07-26T14:15:36Z
@queenofhearts2956,I am here after 10th board exam 🥱,0,2021-07-26T13:10:37Z
@danishkuttu7511,Thnku,0,2021-07-26T12:22:44Z
@ShekhGaming..3632,How we study the chapter without the result of class 10 ...................,1,2021-07-26T11:41:35Z
@ravikantkant4164,Royal_Singh_ji follow on Instagram,0,2021-07-26T05:25:54Z
@ushamishra2027,Mein bhi 11class padh rahi hoon bina 10th result ke,2,2021-07-26T03:42:54Z
@PW-Unofficial1500,Eagerly waiting for 1st video of 10M views of Alakh Sir ❤️❤️🔥🔥🙏🙏🙏,12,2021-07-26T00:36:42Z
@varunawasthi3775,10 M views soon 😀,3,2021-07-25T17:52:11Z
@ni_useguy2356,CBSE student are legend start study 11 without result of 10th,1,2021-07-25T16:35:15Z
@siddhantkumar11c25,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1012"">16:52</a> compound = compoond",4,2021-07-25T15:19:33Z
